pb_acc,len,orf_strand,orf_frame,orf_start,orf_end,orf_len,fickett,hexamer,coding_score,orf_rank,cds_start,gencode_atg,upstream_atgs,orf_calling_confidence,atg_rank,score_rank,atg_score,gencode_score,orf_score,gene,FL,CPM
PB.11746.7,4100,+,2,89,1399,1311,1.2629,0.5175065631190651,0.999999253397842,1,72219097,"['ENST00000335181.10', 'ENST00000319622.10', 'ENST00000389093.7', 'ENST00000565184.5', 'ENST00000568883.5', 'ENST00000567118.5', 'ENST00000565154.5', 'ENST00000568459.5', 'ENST00000561609.5', 'ENST00000569857.5', 'ENST00000564178.5', 'ENST00000562997.5', 'ENST00000567087.5', 'ENST00000566809.1', 'ENST00000569050.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999985067956,PKM,3,1.0041306588201666
PB.11746.8,2870,+,2,89,1399,1311,1.2035,0.507396903244884,0.999999089312418,1,72219097,"['ENST00000335181.10', 'ENST00000319622.10', 'ENST00000389093.7', 'ENST00000565184.5', 'ENST00000568883.5', 'ENST00000567118.5', 'ENST00000565154.5', 'ENST00000568459.5', 'ENST00000561609.5', 'ENST00000569857.5', 'ENST00000564178.5', 'ENST00000562997.5', 'ENST00000567087.5', 'ENST00000566809.1', 'ENST00000569050.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999981786248,PKM,8,2.6776817568537776
PB.11746.9,2800,+,2,1031,2182,1152,1.2932,0.518924010615434,0.9999963222338821,1,72209793,,18,None,6.0,1.0,0.05555555555555555,0.0,0.999996526554222,PKM,3,1.0041306588201666
PB.13315.1,4297,+,1,55,2973,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,7,2.342971537247055
PB.13315.10,2587,+,3,75,2123,2049,1.3138,0.43101339325661203,0.999999999747067,1,44872569,,3,Clear Best ORF,1.0,1.0,0.3333333333333333,0.0,0.9999999998313779,EFTUD2,4,1.3388408784268888
PB.13315.11,2523,+,1,61,1428,1368,1.3293,0.409837301042186,0.9999994467372748,1,44886750,['ENST00000402521.7'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999988934746,EFTUD2,2,0.6694204392134444
PB.13315.12,3583,+,2,302,3220,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,2,0.6694204392134444
PB.13315.13,2894,+,2,53,769,717,1.1542,0.364941065257428,0.998030059260423,1,44859958,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999803005926042,EFTUD2,2,0.6694204392134444
PB.13315.14,2323,+,2,338,1960,1623,1.2754,0.42930562695820795,0.9999999662278141,1,44863771,,1,None,2.0,1.0,0.99,0.0,0.999999999662278,EFTUD2,4,1.3388408784268888
PB.13315.15,1565,+,3,90,1202,1113,1.2754,0.42450076443053103,0.9999899732824208,1,44859958,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999998997328242,EFTUD2,8,2.6776817568537776
PB.13315.16,1045,+,2,227,682,456,1.2545,0.32823273059067304,0.9715884884655941,1,44853519,,4,None,2.0,1.0,0.25,0.0,0.9786913663491956,EFTUD2,5,1.673551098033611
PB.13315.17,3178,+,3,3,2816,2814,1.288,0.4327020373916329,1.0,1,44886750,['ENST00000402521.7'],0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,18,6.024783952920999
PB.13315.18,2688,+,2,14,2326,2313,1.3078,0.4395006703922071,0.999999999987138,1,44880566,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999998712,EFTUD2,4,1.3388408784268888
PB.13315.19,2205,+,2,221,1843,1623,1.2754,0.42930562695820795,0.9999999664456172,1,44863771,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999996644562,EFTUD2,9,3.0123919764604996
PB.13315.2,4233,+,1,40,2958,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,2,0.6694204392134444
PB.13315.20,1868,+,1,10,1506,1497,1.2754,0.41953399886146503,0.9999998568846552,1,44862897,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999985688466,EFTUD2,8,2.6776817568537776
PB.13315.21,1389,+,1,31,1029,999,1.2808,0.39443512014489895,0.9999581197651041,1,44859121,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999995811976512,EFTUD2,7,2.342971537247055
PB.13315.22,3974,+,2,65,2587,2523,1.2699,0.419343758196565,0.9999999999983041,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999966,EFTUD2,7,2.342971537247055
PB.13315.23,3890,+,2,86,2503,2418,1.288,0.416437887860785,0.9999999999947741,1,44886750,['ENST00000402521.7'],5,None,2.0,1.0,0.2,0.8,0.9999999999991638,EFTUD2,2,0.6694204392134444
PB.13315.24,3702,+,1,40,1794,1755,1.3293,0.4280187103554671,0.999999993038011,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999860759,EFTUD2,3,1.0041306588201666
PB.13315.25,3221,+,1,40,2595,2556,1.3023,0.4246064431303621,0.999999999999025,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999979,EFTUD2,10,3.347102196067222
PB.13315.26,2916,+,3,6,2558,2553,1.288,0.417048706769239,0.99999999999891,1,44883708,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999999892,EFTUD2,8,2.6776817568537776
PB.13315.27,1984,+,1,4,1626,1623,1.2754,0.42930562695820795,0.9999999668497659,1,44863771,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999996684976,EFTUD2,3,1.0041306588201666
PB.13315.28,3483,+,1,40,3126,3087,1.2556,0.4103022923583179,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,2,0.6694204392134444
PB.13315.29,3472,+,2,170,3115,2946,1.288,0.434724803354026,1.0,1,44895848,,3,Clear Best ORF,1.0,1.0,0.3333333333333333,0.0,1.0,EFTUD2,2,0.6694204392134444
PB.13315.3,3952,+,3,48,2966,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,3,1.0041306588201666
PB.13315.30,3318,+,1,43,2961,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,516,172.71047331706865
PB.13315.31,3076,+,2,50,2719,2670,1.3023,0.450795865855748,0.9999999999997701,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999996,EFTUD2,2,0.6694204392134444
PB.13315.32,2825,+,3,156,2468,2313,1.3078,0.4395006703922071,0.9999999999870408,1,44880566,,1,None,2.0,1.0,0.99,0.0,0.9999999999998704,EFTUD2,3,1.0041306588201666
PB.13315.33,2574,+,1,4,2217,2214,1.3078,0.4436946072430871,0.9999999999622808,1,44876097,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999996227,EFTUD2,10,3.347102196067222
PB.13315.34,2112,+,1,133,1755,1623,1.2754,0.42930562695820795,0.9999999666162859,1,44863771,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999996661628,EFTUD2,6,2.008261317640333
PB.13315.35,1261,+,2,44,904,861,1.2792,0.387177589252197,0.9997953896296379,1,44854991,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999979538962964,EFTUD2,9,3.0123919764604996
PB.13315.36,3287,+,1,43,2931,2889,1.288,0.441792611433035,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,6,2.008261317640333
PB.13315.37,3163,+,3,201,2807,2607,1.288,0.417010627988462,0.999999999999396,1,44885293,,8,None,3.0,1.0,0.125,0.0,0.9999999999994716,EFTUD2,2,0.6694204392134444
PB.13315.38,3610,+,1,34,1788,1755,1.3293,0.4280187103554671,0.999999993073042,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999986146,EFTUD2,2,0.6694204392134444
PB.13315.39,3297,+,1,55,2973,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,4,1.3388408784268888
PB.13315.4,3778,+,1,55,2973,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,2,0.6694204392134444
PB.13315.40,3238,+,1,40,2958,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,4,1.3388408784268888
PB.13315.41,3158,+,1,55,2610,2556,1.3023,0.4246064431303621,0.999999999999029,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999999998,EFTUD2,2,0.6694204392134444
PB.13315.42,3206,+,1,40,2958,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,2,0.6694204392134444
PB.13315.43,1177,+,3,42,125,84,0.9526,0.13131371840691802,0.0535234407759833,5,44853375,,0,Low Quality ORF,1.0,2.0,0.99,0.0,0.9905352344077598,EFTUD2,2,0.6694204392134444
PB.13315.44,2810,+,3,57,2579,2523,1.2699,0.419343758196565,0.999999999998409,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999968,EFTUD2,2,0.6694204392134444
PB.13315.45,3500,+,1,82,954,873,1.2172,0.42903696212529296,0.9998057119994008,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999996114239988,EFTUD2,2,0.6694204392134444
PB.13315.46,2784,+,1,40,912,873,1.2172,0.42903696212529296,0.999813190406366,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999996263808127,EFTUD2,2,0.6694204392134444
PB.13315.5,3467,+,1,55,2973,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,2,0.6694204392134444
PB.13315.6,3436,+,1,82,2970,2889,1.288,0.441792611433035,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,2,0.6694204392134444
PB.13315.7,1853,+,3,276,1388,1113,1.2754,0.42450076443053103,0.9999898136912768,1,44859958,,3,None,3.0,1.0,0.3333333333333333,0.0,0.999993209127518,EFTUD2,3,1.0041306588201666
PB.13315.8,3676,+,3,294,3212,2919,1.288,0.4346276401164021,1.0,1,44894521,"['ENST00000426333.7', 'ENST00000592576.5', 'ENST00000591382.5', 'ENST00000593072.5', 'ENST00000592701.2']",0,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,EFTUD2,92,30.79334020381844
PB.13315.9,3576,+,2,167,3112,2946,1.288,0.434724803354026,1.0,1,44895848,,3,Clear Best ORF,1.0,1.0,0.3333333333333333,0.0,1.0,EFTUD2,2,0.6694204392134444
PB.14209.1,2338,+,2,371,2086,1716,1.1168,0.449190775101394,0.9999999817156452,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.999999984327696,HNRNPM,318,106.43784983493765
PB.14209.10,3799,+,2,14,130,117,1.1676,0.352074670563019,0.3620641378339671,7,8444999,"['ENST00000348943.7', 'ENST00000600092.5', 'ENST00000325495.9', 'ENST00000600806.5', 'ENST00000620401.4', 'ENST00000594907.5', 'ENST00000596984.5', 'ENST00000601645.5']",0,Low Quality ORF,1.0,3.0,0.99,0.8,0.998724128275668,HNRNPM,2,0.6694204392134444
PB.14209.11,2463,+,3,372,2207,1836,1.1168,0.425428379127894,0.9999999944457768,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999952392372,HNRNPM,361,120.8303892780267
PB.14209.12,2219,+,3,372,1964,1593,1.136,0.47918547417494295,0.9999999438840359,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999519006024,HNRNPM,8,2.6776817568537776
PB.14209.13,2198,+,3,372,1943,1572,1.1126,0.474232361706016,0.9999999208033821,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999321171844,HNRNPM,2,0.6694204392134444
PB.14209.14,2063,+,3,372,2063,1692,1.0413,0.421827073975204,0.9999999639182752,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999690728072,HNRNPM,2,0.6694204392134444
PB.14209.15,2715,+,3,1053,2459,1407,1.0933,0.512190308298349,0.999999561893678,1,8467537,,25,None,5.0,1.0,0.04,0.0,0.9999995794179308,HNRNPM,2,0.6694204392134444
PB.14209.16,2236,+,1,832,1980,1149,1.057,0.6067073586517939,0.999995113526855,1,8474169,,21,None,5.0,1.0,0.047619047619047616,0.0,0.9999953462160523,HNRNPM,3,1.0041306588201666
PB.14209.17,2190,+,2,221,1936,1716,1.1168,0.449190775101394,0.999999981863423,1,8463609,,5,None,2.0,1.0,0.2,0.0,0.9999999854907384,HNRNPM,2,0.6694204392134444
PB.14209.18,2215,+,2,245,1960,1716,1.1168,0.449190775101394,0.9999999818385452,1,8463609,,5,None,2.0,1.0,0.2,0.0,0.999999985470836,HNRNPM,7,2.342971537247055
PB.14209.19,2274,+,2,188,2020,1833,1.1168,0.42602314210638004,0.9999999943358899,1,8463609,,4,None,2.0,1.0,0.25,0.0,0.9999999957519176,HNRNPM,2,0.6694204392134444
PB.14209.2,2372,+,2,383,2116,1734,1.071,0.445392417533535,0.9999999820523501,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999846163,HNRNPM,2,0.6694204392134444
PB.14209.21,2089,+,2,2,1834,1833,1.1168,0.42602314210638004,0.999999994393055,1,8463609,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999439304,HNRNPM,9,3.0123919764604996
PB.14209.22,1851,+,3,78,1595,1518,1.0908,0.4951648624464939,0.9999998650137092,1,8466280,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999986501372,HNRNPM,4,1.3388408784268888
PB.14209.23,1764,+,3,102,1508,1407,1.0933,0.512190308298349,0.999999584153125,1,8467537,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999958415312,HNRNPM,7,2.342971537247055
PB.14209.24,1698,+,1,91,1443,1353,1.0911,0.523059557857529,0.999999284868717,1,8467537,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999928486872,HNRNPM,2,0.6694204392134444
PB.14209.25,1665,+,3,3,1409,1407,1.0933,0.512190308298349,0.999999586404349,1,8467537,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999958640436,HNRNPM,4,1.3388408784268888
PB.14209.26,1594,+,1,61,1338,1278,1.0933,0.546065703415831,0.999998579651243,1,8471346,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999857965124,HNRNPM,2,0.6694204392134444
PB.14209.27,1512,+,1,40,1257,1218,1.0911,0.566444865610058,0.9999975364791792,1,8471406,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999753647918,HNRNPM,9,3.0123919764604996
PB.14209.28,1391,+,2,2,1135,1134,1.057,0.5989169867239301,0.999994215228654,1,8473672,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999421522864,HNRNPM,5,1.673551098033611
PB.14209.29,1385,+,3,6,1130,1125,1.057,0.616567212890467,0.999994254115946,1,8474193,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999425411594,HNRNPM,10,3.347102196067222
PB.14209.3,2247,+,3,330,1991,1662,1.1168,0.4559849355066121,0.9999999680564821,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999726198416,HNRNPM,4,1.3388408784268888
PB.14209.33,1666,+,1,427,1410,984,1.0911,0.674675629857845,0.9999823418922421,1,8485638,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999848644790644,HNRNPM,10,3.347102196067222
PB.14209.34,3804,+,2,332,1135,804,1.1147,0.6566521188045661,0.9998470495185059,1,8485638,,7,None,2.0,1.0,0.14285714285714285,0.0,0.9998688995872907,HNRNPM,4,1.3388408784268888
PB.14209.35,1231,+,1,28,975,948,1.0911,0.6839486463958969,0.999975618446481,1,8485674,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999997561844648,HNRNPM,38,12.718988345055443
PB.14209.4,2193,+,2,383,2098,1716,1.1168,0.449190775101394,0.999999981860439,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999844518048,HNRNPM,2,0.6694204392134444
PB.14209.5,930,+,1,25,375,351,0.9393,0.208684066684613,0.634534738482638,2,8444999,"['ENST00000348943.7', 'ENST00000600092.5', 'ENST00000325495.9', 'ENST00000600806.5', 'ENST00000620401.4', 'ENST00000594907.5', 'ENST00000596984.5', 'ENST00000601645.5']",0,None,1.0,2.0,0.99,0.8,0.9992690694769653,HNRNPM,4,1.3388408784268888
PB.14209.6,1563,+,2,23,373,351,0.9393,0.208684066684613,0.626448948571895,3,8444999,"['ENST00000348943.7', 'ENST00000600092.5', 'ENST00000325495.9', 'ENST00000600806.5', 'ENST00000620401.4', 'ENST00000594907.5', 'ENST00000596984.5', 'ENST00000601645.5']",0,None,1.0,3.0,0.99,0.8,0.9992528978971438,HNRNPM,2,0.6694204392134444
PB.14209.7,1045,+,2,23,373,351,0.9393,0.208684066684613,0.633071231323995,2,8444999,"['ENST00000348943.7', 'ENST00000600092.5', 'ENST00000325495.9', 'ENST00000600806.5', 'ENST00000620401.4', 'ENST00000594907.5', 'ENST00000596984.5', 'ENST00000601645.5']",0,None,1.0,2.0,0.99,0.8,0.999266142462648,HNRNPM,18,6.024783952920999
PB.14209.8,2412,+,1,379,2157,1779,1.0934,0.431665292968163,0.9999999890615501,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999906241857,HNRNPM,83,27.780948227357943
PB.14209.9,2289,+,1,373,2034,1662,1.1168,0.4559849355066121,0.9999999679828341,1,8463609,,7,None,3.0,1.0,0.14285714285714285,0.0,0.9999999725567148,HNRNPM,60,20.08261317640333
PB.15511.1,2095,+,3,111,1757,1647,1.0097,0.104312821534661,0.9999995420834208,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999990841668,CCT8,3,1.0041306588201666
PB.15511.10,1847,+,1,55,1701,1647,1.0097,0.104312821534661,0.999999548268095,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999096536,CCT8,3072,1028.2297946318506
PB.15511.11,2000,+,1,265,1854,1590,1.0473,0.0983090069477916,0.9999992147497688,1,29071954,['ENST00000626972.2'],3,None,2.0,1.0,0.3333333333333333,0.8,0.9999998952999692,CCT8,2,0.6694204392134444
PB.15511.12,1990,+,2,59,862,804,0.96,0.0278405286543296,0.9893935298233459,2,29073590,['ENST00000286788.9'],0,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.9999787870596468,CCT8,2,0.6694204392134444
PB.15511.13,1966,+,3,285,1241,957,0.9540000000000001,0.029260229508799997,0.9980473470406528,1,29069500,,3,Clear Best ORF,1.0,1.0,0.3333333333333333,0.0,0.9986982313604352,CCT8,2,0.6694204392134444
PB.15511.14,1931,+,1,55,1158,1104,1.0094,0.0515198764627688,0.9997279331402448,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999994558662804,CCT8,11,3.681812415673944
PB.15511.15,1853,+,1,118,1707,1590,1.0473,0.0983090069477916,0.9999992210535972,1,29071954,['ENST00000626972.2'],2,None,2.0,1.0,0.5,0.8,0.9999999221053596,CCT8,15,5.020653294100833
PB.15511.16,1838,+,1,55,1692,1638,1.0149,0.0998543897037775,0.999999496081075,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999989921622,CCT8,9,3.0123919764604996
PB.15511.17,1872,+,2,233,1726,1494,1.0149,0.10112779827525,0.9999974911100732,1,29069500,,5,None,2.0,1.0,0.2,0.0,0.9999979928880586,CCT8,13,4.351232854887388
PB.15511.18,1880,+,1,241,1734,1494,1.0149,0.10112779827525,0.999997490009309,1,29069500,,4,None,2.0,1.0,0.25,0.0,0.9999981175069818,CCT8,3,1.0041306588201666
PB.15511.19,1807,+,1,55,708,654,1.0366,0.0310705955648882,0.9589537705692021,2,29073590,['ENST00000286788.9'],0,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.9999179075411384,CCT8,2,0.6694204392134444
PB.15511.2,2089,+,2,443,1936,1494,1.0149,0.10112779827525,0.999997461080105,1,29069500,,5,None,2.0,1.0,0.2,0.0,0.999997968864084,CCT8,2,0.6694204392134444
PB.15511.20,1719,+,2,80,1573,1494,1.0149,0.10112779827525,0.999997512069524,1,29069500,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.999998756034762,CCT8,20,6.694204392134444
PB.15511.21,1614,+,2,74,1468,1395,1.0149,0.0998608210254661,0.999992454351938,1,29067684,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999245435194,CCT8,17,5.690073733314278
PB.15511.22,1502,+,1,214,1356,1143,1.0473,0.11176763002683801,0.9998954024418292,1,29066948,,5,None,2.0,1.0,0.2,0.0,0.9999163219534634,CCT8,17,5.690073733314278
PB.15511.23,1412,+,1,124,1266,1143,1.0473,0.11176763002683801,0.9998959172863292,1,29066948,,4,None,2.0,1.0,0.25,0.0,0.9999219379647468,CCT8,20,6.694204392134444
PB.15511.24,1170,+,2,38,1024,987,1.0953,0.13969703457463906,0.999579286636593,1,29065069,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999957928663659,CCT8,34,11.380147466628555
PB.15511.25,854,+,1,91,708,618,1.087,0.18471366348783105,0.980290005669135,1,29062394,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9998029000566914,CCT8,4,1.3388408784268888
PB.15511.26,725,+,1,85,579,495,1.1314,0.167501896784025,0.929974853782603,1,29062187,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.9649874268913016,CCT8,5,1.673551098033611
PB.15511.27,4759,+,2,26,595,570,1.0042,0.0640042918635531,0.8945107553366809,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9997890215106734,CCT8,2,0.6694204392134444
PB.15511.28,1987,+,1,349,1842,1494,1.0149,0.10112779827525,0.999997475240082,1,29069500,,5,None,2.0,1.0,0.2,0.0,0.9999979801920656,CCT8,12,4.016522635280666
PB.15511.29,1727,+,2,107,1582,1476,1.0366,0.10533122535141999,0.9999972462622858,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999944925244,CCT8,2,0.6694204392134444
PB.15511.3,669,+,1,22,516,495,1.1314,0.167501896784025,0.9301745492834292,1,29062187,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9993017454928342,CCT8,3,1.0041306588201666
PB.15511.30,1468,+,1,55,1467,1413,1.0473,0.0901667796642849,0.999994194971631,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999883899432,CCT8,43,14.392539443089053
PB.15511.31,895,+,3,84,893,810,0.9614,0.0533057406220314,0.9920148226864391,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999840296453728,CCT8,2,0.6694204392134444
PB.15511.32,1745,+,1,64,702,639,0.9616,0.0402689012176236,0.941805412729647,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9998836108254592,CCT8,2,0.6694204392134444
PB.15511.33,1387,+,3,75,158,84,0.9486,0.0966085004341349,0.0427567448691678,2,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9980855134897384,CCT8,4,1.3388408784268888
PB.15511.4,2768,+,1,22,966,945,1.0149,0.0628018518411673,0.998456034098614,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999969120681972,CCT8,2,0.6694204392134444
PB.15511.5,3448,+,1,61,885,825,0.96,0.00532090587874686,0.989584321781667,1,29073590,['ENST00000286788.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999791686435632,CCT8,5,1.673551098033611
PB.15511.6,3426,+,2,1691,3280,1590,1.0473,0.0983090069477916,0.9999991508874292,1,29071954,['ENST00000626972.2'],29,None,9.0,1.0,0.03448275862068965,0.8,0.9999998360334346,CCT8,5,1.673551098033611
PB.15511.7,3304,+,3,75,899,825,0.96,0.00532090587874686,0.9896653905163599,2,29073590,['ENST00000286788.9'],0,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.9999793307810328,CCT8,5,1.673551098033611
PB.15511.8,2743,+,3,84,482,399,1.094,0.0724896977237358,0.6673311742940551,2,29073590,['ENST00000286788.9'],0,None,1.0,2.0,0.99,0.8,0.999334662348588,CCT8,2,0.6694204392134444
PB.15511.9,2105,+,1,466,1959,1494,1.0149,0.10112779827525,0.9999974588517372,1,29069500,,6,None,2.0,1.0,0.16666666666666666,0.0,0.9999978823764476,CCT8,6,2.008261317640333
